idade,renda_mensal,divida_existente,score_serasa,tempo_emprego_meses,num_emprestimos_ativos,genero,estado_civil,escolaridade,tipo_moradia,default
41,4937.32,19541.93,564,131,2,Feminino,Solteiro,Superior,Financiada,1
55,4570.96,17370.38,403,84,2,Masculino,Divorciado,Médio,Propria,0
21,6731.75,7398.45,440,2,2,Feminino,Viúvo,Pós-graduação,Alugada,0
41,4292.42,9779.65,855,4,3,Feminino,Casado,Pós-graduação,Alugada,0
52,5170.68,16640.2,538,234,1,Feminino,Casado,Superior,Financiada,0
20,7818.87,3185.81,729,156,2,Masculino,Divorciado,Superior,Financiada,0
21,5038.44,13312.06,397,118,0,Feminino,Casado,Superior,Alugada,1
54,1609.96,25618.34,760,18,3,Masculino,Solteiro,Médio,Alugada,1
57,5734.64,13740.31,864,114,4,Masculino,Solteiro,Fundamental,Financiada,0
65,3607.41,4580.19,556,144,4,Feminino,Casado,Superior,Alugada,0
52,6730.54,10748.14,310,33,1,Feminino,Casado,Médio,Propria,1
48,6392.38,10585.15,477,19,0,Feminino,Viúvo,Médio,Alugada,1
61,7942.8,29982.16,692,155,3,Masculino,Solteiro,Médio,Financiada,0
42,6815.06,26659.75,593,72,0,Masculino,Viúvo,Médio,Propria,0
57,7180.49,20116.55,696,194,3,Feminino,Divorciado,Médio,Propria,0
30,3661.81,12598.47,688,137,3,Feminino,Viúvo,Superior,Financiada,1
21,6607.97,23404.41,836,148,4,Feminino,Casado,Pós-graduação,Alugada,0
63,8936.9,7065.78,565,232,1,Masculino,Viúvo,Superior,Financiada,0
31,3622.7,22536.03,432,115,1,Feminino,Viúvo,Pós-graduação,Propria,1
30,8599.48,21495.81,577,3,0,Feminino,Viúvo,Superior,Alugada,0
44,3901.3,13940.58,853,21,3,Masculino,Solteiro,Médio,Propria,0
23,3296.06,22974.3,400,70,3,Feminino,Viúvo,Pós-graduação,Alugada,1
34,5592.4,11869.45,703,189,2,Masculino,Divorciado,Fundamental,Financiada,0
53,6431.82,6144.4,583,11,1,Feminino,Viúvo,Superior,Propria,0
57,6823.5,21845.76,576,138,3,Masculino,Viúvo,Médio,Financiada,0
66,3076.48,14403.3,438,149,0,Masculino,Viúvo,Superior,Propria,1
52,5869.08,19212.46,520,156,4,Masculino,Casado,Superior,Alugada,1
34,3628.89,27746.21,368,188,4,Feminino,Casado,Fundamental,Financiada,1
58,2022.16,9944.22,476,60,1,Feminino,Divorciado,Médio,Financiada,1
19,3142.53,13996.34,672,26,1,Feminino,Casado,Pós-graduação,Propria,1
30,3498.2,25987.44,844,174,2,Masculino,Casado,Superior,Financiada,0
69,6043.19,19681.12,600,83,1,Masculino,Solteiro,Médio,Financiada,0
19,7304.43,10101.52,527,141,3,Feminino,Divorciado,Superior,Alugada,0
69,2053.59,8314.88,671,6,3,Masculino,Casado,Superior,Financiada,0
45,5703.92,11303.44,698,142,3,Feminino,Solteiro,Superior,Financiada,0
60,2646.6,9831.1,442,173,3,Masculino,Casado,Superior,Alugada,1
43,6258.17,16661.44,436,155,2,Masculino,Solteiro,Superior,Propria,0
39,3754.54,15549.04,872,170,1,Feminino,Casado,Médio,Alugada,0
64,2897.34,16954.66,355,9,1,Masculino,Casado,Fundamental,Propria,1
60,6599.33,9114.31,681,178,1,Masculino,Casado,Superior,Financiada,0
20,3826.15,14504.16,770,2,2,Masculino,Casado,Superior,Alugada,0
52,4368.07,610.1,507,203,2,Feminino,Viúvo,Superior,Propria,0
29,560.02,16015.04,334,204,3,Masculino,Casado,Pós-graduação,Alugada,1
41,6893.1,23228.08,565,102,2,Feminino,Divorciado,Superior,Financiada,1
22,6641.82,5026.78,320,43,2,Feminino,Viúvo,Superior,Propria,1
37,5010.92,18384.0,439,53,0,Masculino,Divorciado,Médio,Alugada,0
56,1944.84,10722.9,564,161,3,Feminino,Viúvo,Superior,Propria,1
56,7418.74,20617.51,699,192,3,Feminino,Viúvo,Superior,Financiada,0
30,3667.47,16110.53,756,229,0,Feminino,Divorciado,Superior,Alugada,0
58,4093.29,17832.93,419,88,1,Masculino,Solteiro,Pós-graduação,Propria,1
62,9624.09,15453.77,682,210,0,Feminino,Divorciado,Médio,Propria,0
29,3592.73,24298.32,834,24,0,Masculino,Casado,Superior,Propria,1
30,6484.42,17431.87,338,190,0,Feminino,Casado,Médio,Financiada,1
27,6124.18,10062.03,321,69,2,Masculino,Divorciado,Médio,Propria,1
50,5780.34,15691.01,866,44,0,Masculino,Solteiro,Médio,Alugada,0
57,5564.0,12417.83,346,67,4,Feminino,Viúvo,Médio,Alugada,1
33,5752.78,16136.8,838,25,0,Feminino,Viúvo,Superior,Financiada,0
62,5543.88,12061.61,683,25,1,Feminino,Casado,Pós-graduação,Financiada,0
52,4896.16,10262.32,781,153,1,Feminino,Solteiro,Fundamental,Propria,1
20,8022.57,16394.91,347,205,1,Feminino,Viúvo,Médio,Financiada,1
22,2374.68,15390.53,380,189,0,Masculino,Viúvo,Médio,Propria,1
43,7042.92,22447.69,344,223,3,Feminino,Casado,Superior,Propria,1
28,6644.68,12095.31,574,111,1,Masculino,Solteiro,Superior,Financiada,0
24,6396.8,1134.02,610,91,0,Feminino,Viúvo,Pós-graduação,Propria,0
27,7233.96,12452.9,531,188,1,Feminino,Solteiro,Fundamental,Propria,0
59,4814.8,3614.98,385,129,2,Masculino,Solteiro,Superior,Propria,1
69,1262.05,17909.7,404,40,2,Masculino,Casado,Superior,Propria,1
51,4855.41,3282.71,476,172,0,Masculino,Viúvo,Médio,Alugada,0
20,3017.61,8081.4,889,212,1,Masculino,Casado,Pós-graduação,Financiada,0
25,3536.28,12463.66,488,237,1,Feminino,Divorciado,Fundamental,Alugada,0
48,2515.16,25807.65,359,13,4,Feminino,Viúvo,Médio,Propria,1
28,4045.31,7489.77,519,164,1,Masculino,Solteiro,Médio,Financiada,1
62,3806.75,15086.83,887,129,3,Masculino,Solteiro,Fundamental,Financiada,0
24,500.0,19059.84,415,4,2,Masculino,Viúvo,Superior,Financiada,1
62,6400.44,25388.42,769,101,1,Masculino,Casado,Superior,Propria,1
19,9440.64,20444.56,466,129,3,Masculino,Solteiro,Superior,Financiada,0
23,6212.47,22657.35,744,128,0,Feminino,Viúvo,Médio,Financiada,1
58,4594.15,21050.15,532,175,2,Masculino,Solteiro,Superior,Alugada,1
49,4890.51,6536.14,413,21,0,Masculino,Casado,Pós-graduação,Financiada,1
37,4158.03,17517.84,807,40,1,Masculino,Viúvo,Médio,Alugada,0
51,5180.08,20940.63,450,152,0,Feminino,Casado,Superior,Propria,1
67,4925.98,8304.5,883,45,2,Masculino,Casado,Pós-graduação,Financiada,0
33,3317.9,10941.68,669,93,0,Feminino,Viúvo,Superior,Propria,0
42,8365.78,9377.65,648,8,0,Masculino,Casado,Fundamental,Propria,0
29,2025.69,20408.36,466,188,0,Masculino,Casado,Médio,Financiada,1
24,6436.66,14515.03,371,100,3,Masculino,Casado,Pós-graduação,Propria,1
56,4797.6,12754.08,652,46,3,Masculino,Solteiro,Pós-graduação,Propria,1
34,8801.66,6028.31,310,73,1,Feminino,Casado,Pós-graduação,Financiada,0
62,5681.73,14528.24,452,206,0,Masculino,Divorciado,Pós-graduação,Financiada,1
28,4280.19,11026.88,461,2,3,Feminino,Solteiro,Superior,Financiada,1
23,4504.59,16703.38,685,7,2,Feminino,Divorciado,Superior,Alugada,1
40,5079.81,6999.23,443,152,2,Masculino,Casado,Superior,Propria,1
44,2714.42,16245.34,438,35,0,Masculino,Casado,Superior,Propria,1
63,3466.26,11927.34,505,42,1,Feminino,Solteiro,Superior,Alugada,1
23,1430.11,6254.92,395,237,3,Masculino,Casado,Fundamental,Propria,0
55,3154.05,5709.01,880,177,3,Masculino,Solteiro,Médio,Financiada,0
19,5187.81,6760.86,655,62,3,Feminino,Viúvo,Fundamental,Financiada,0
39,5600.35,13555.21,770,212,1,Masculino,Solteiro,Superior,Propria,0
37,1041.34,15846.97,617,161,4,Feminino,Casado,Superior,Propria,1
42,4725.58,16888.77,811,218,3,Feminino,Solteiro,Pós-graduação,Propria,0
32,6126.82,17152.87,318,200,0,Masculino,Solteiro,Fundamental,Financiada,0
66,4674.18,9690.34,712,137,3,Feminino,Solteiro,Superior,Propria,0
46,3732.42,22408.82,706,26,3,Masculino,Casado,Superior,Propria,1
25,4175.68,11904.42,701,88,4,Feminino,Solteiro,Superior,Financiada,0
54,3918.47,18151.05,400,12,0,Feminino,Divorciado,Superior,Financiada,1
66,3726.54,13850.91,892,50,0,Masculino,Viúvo,Pós-graduação,Financiada,1
69,5347.65,17629.35,317,67,0,Masculino,Viúvo,Pós-graduação,Propria,1
50,9615.38,13499.7,454,123,3,Feminino,Viúvo,Médio,Propria,0
39,3512.6,17755.44,428,143,3,Feminino,Solteiro,Pós-graduação,Alugada,1
67,4363.71,14948.28,614,139,2,Masculino,Solteiro,Pós-graduação,Alugada,1
64,4896.6,20696.88,665,24,4,Feminino,Viúvo,Pós-graduação,Financiada,1
22,3625.29,9269.2,761,239,0,Feminino,Viúvo,Médio,Financiada,0
56,7196.47,2610.76,460,176,0,Masculino,Casado,Pós-graduação,Financiada,0
35,500.0,8186.5,675,143,2,Masculino,Solteiro,Fundamental,Propria,1
55,3937.88,22482.43,631,102,3,Feminino,Casado,Pós-graduação,Alugada,0
54,6636.63,13918.09,319,1,2,Masculino,Solteiro,Superior,Financiada,1
47,4411.81,15644.44,845,72,2,Feminino,Viúvo,Médio,Propria,1
68,3358.32,7624.54,871,122,3,Feminino,Divorciado,Pós-graduação,Propria,0
48,5881.51,15458.88,761,235,1,Feminino,Casado,Superior,Propria,1
27,6812.69,7840.31,457,126,4,Masculino,Divorciado,Superior,Propria,1
32,5421.27,8869.53,663,76,1,Masculino,Solteiro,Superior,Propria,1
59,3397.56,12182.61,622,77,1,Masculino,Divorciado,Médio,Alugada,0
65,5912.41,18115.68,388,75,4,Feminino,Viúvo,Superior,Propria,1
61,4195.9,18862.93,472,162,1,Feminino,Solteiro,Fundamental,Financiada,1
35,6490.37,19053.31,339,149,3,Feminino,Viúvo,Superior,Financiada,1
40,7966.52,3883.41,502,212,1,Masculino,Solteiro,Superior,Financiada,0
50,500.0,14953.35,858,47,1,Feminino,Solteiro,Fundamental,Financiada,0
33,5222.13,13622.53,542,113,1,Feminino,Solteiro,Superior,Financiada,0
55,1528.53,4274.72,805,63,3,Feminino,Viúvo,Superior,Propria,0
52,9883.58,15111.89,387,194,2,Feminino,Solteiro,Superior,Alugada,1
51,4063.75,13247.01,831,149,0,Feminino,Solteiro,Fundamental,Financiada,1
45,6492.75,18580.68,450,72,4,Feminino,Casado,Superior,Alugada,0
19,4929.37,15568.73,399,46,4,Masculino,Viúvo,Superior,Propria,1
47,3393.83,11154.76,546,39,3,Masculino,Solteiro,Médio,Alugada,1
30,3155.89,21480.34,836,105,0,Masculino,Solteiro,Superior,Propria,0
58,8171.36,0.0,795,180,1,Feminino,Solteiro,Superior,Propria,0
33,6911.88,14550.14,588,117,4,Masculino,Divorciado,Superior,Financiada,1
22,8887.17,2657.24,714,2,1,Feminino,Divorciado,Pós-graduação,Financiada,0
45,5110.91,8614.65,378,94,3,Feminino,Casado,Pós-graduação,Financiada,1
56,5575.84,18673.7,684,100,3,Masculino,Divorciado,Médio,Financiada,1
62,4465.62,6080.62,737,133,3,Feminino,Casado,Médio,Alugada,0
37,4425.84,5033.98,827,141,2,Feminino,Solteiro,Superior,Alugada,0
41,2916.23,31673.61,640,82,3,Feminino,Viúvo,Superior,Propria,1
44,5168.02,5484.98,358,185,1,Masculino,Solteiro,Superior,Alugada,1
47,3421.51,26553.65,843,81,2,Feminino,Viúvo,Pós-graduação,Propria,1
62,5883.82,13794.58,518,120,1,Feminino,Casado,Médio,Propria,1
44,5340.02,11326.2,399,134,3,Masculino,Viúvo,Médio,Propria,1
43,5575.36,18967.5,402,227,2,Feminino,Casado,Médio,Propria,1
24,8350.26,24356.16,418,156,0,Masculino,Casado,Fundamental,Financiada,0
59,4924.56,6977.52,306,2,3,Feminino,Viúvo,Superior,Propria,0
64,6513.45,11428.25,687,12,2,Masculino,Solteiro,Superior,Financiada,0
55,9103.02,20928.09,777,163,2,Masculino,Divorciado,Médio,Propria,0
22,7613.23,17015.96,821,104,2,Masculino,Solteiro,Pós-graduação,Financiada,0
40,7306.34,22713.42,580,88,4,Feminino,Casado,Superior,Financiada,0
45,4386.62,18605.78,341,91,2,Feminino,Solteiro,Superior,Alugada,1
51,5459.29,27657.57,858,165,0,Feminino,Solteiro,Pós-graduação,Alugada,1
32,2363.45,16250.12,395,74,3,Feminino,Solteiro,Médio,Propria,1
49,5997.83,16552.68,803,59,3,Masculino,Divorciado,Superior,Financiada,0
43,5548.92,17252.05,545,232,3,Masculino,Viúvo,Superior,Propria,0
65,5046.77,14002.58,523,125,2,Masculino,Divorciado,Médio,Alugada,1
48,7054.39,20936.61,413,72,3,Feminino,Solteiro,Médio,Propria,1
36,2584.45,16659.29,843,21,0,Feminino,Viúvo,Fundamental,Alugada,1
26,8269.73,20517.26,629,148,4,Masculino,Solteiro,Pós-graduação,Financiada,0
46,6803.53,21611.5,802,122,0,Masculino,Casado,Superior,Financiada,0
68,4858.73,17999.18,452,210,4,Masculino,Solteiro,Pós-graduação,Financiada,0
56,4702.54,18512.01,516,32,3,Masculino,Viúvo,Pós-graduação,Financiada,0
21,5961.22,7927.69,788,3,1,Masculino,Divorciado,Pós-graduação,Propria,0
20,8041.7,11147.52,571,224,4,Masculino,Divorciado,Fundamental,Financiada,0
46,5203.22,20903.68,699,236,0,Masculino,Solteiro,Superior,Alugada,1
69,5288.06,24965.42,649,207,0,Masculino,Divorciado,Pós-graduação,Propria,1
28,5036.24,1416.99,721,171,1,Feminino,Viúvo,Superior,Alugada,0
50,8564.05,11024.96,560,128,4,Masculino,Divorciado,Médio,Alugada,0
55,4262.23,15165.34,818,189,4,Masculino,Divorciado,Médio,Financiada,0
28,4940.98,8845.08,563,206,0,Feminino,Solteiro,Superior,Propria,1
44,7926.87,9242.36,617,149,4,Feminino,Viúvo,Superior,Alugada,0
50,5294.02,18324.44,415,223,1,Feminino,Viúvo,Médio,Financiada,1
38,7274.12,26069.63,511,58,4,Feminino,Casado,Pós-graduação,Financiada,0
56,3177.44,777.24,459,36,4,Feminino,Divorciado,Superior,Propria,1
48,4589.41,13806.67,776,150,1,Masculino,Viúvo,Superior,Propria,0
55,7968.87,18242.96,447,160,3,Masculino,Casado,Superior,Financiada,0
63,3647.32,20461.5,746,112,4,Feminino,Solteiro,Médio,Propria,0
19,4697.4,17233.89,377,231,0,Feminino,Casado,Superior,Propria,1
44,5513.37,27329.82,561,149,2,Masculino,Casado,Superior,Financiada,0
53,3021.69,15202.35,351,191,0,Feminino,Viúvo,Pós-graduação,Propria,1
28,4172.38,24183.95,557,231,0,Masculino,Casado,Superior,Propria,1
64,5225.27,10475.43,850,126,3,Feminino,Solteiro,Superior,Financiada,0
35,5093.36,15405.88,547,189,3,Masculino,Viúvo,Superior,Financiada,0
18,7560.7,6510.99,587,117,0,Feminino,Viúvo,Médio,Alugada,0
52,8082.91,21306.05,553,181,4,Feminino,Viúvo,Fundamental,Financiada,0
52,3287.83,14156.9,513,185,0,Feminino,Viúvo,Superior,Alugada,1
48,5222.54,17504.75,391,238,4,Feminino,Solteiro,Pós-graduação,Propria,1
45,6348.5,12806.42,843,139,1,Feminino,Solteiro,Pós-graduação,Financiada,0
56,8032.69,19105.0,531,111,1,Masculino,Solteiro,Superior,Propria,1
18,6436.98,17782.04,312,145,3,Feminino,Divorciado,Superior,Financiada,1
42,5581.83,8037.44,832,223,2,Feminino,Solteiro,Superior,Financiada,0
60,6333.09,8442.63,744,194,2,Masculino,Casado,Superior,Financiada,0
55,6347.54,14805.62,802,187,3,Feminino,Viúvo,Médio,Alugada,0
37,3144.57,19617.02,825,124,1,Feminino,Casado,Superior,Financiada,1
20,5385.6,28040.27,705,99,3,Masculino,Solteiro,Fundamental,Financiada,0
68,7918.32,17120.94,843,238,1,Masculino,Divorciado,Médio,Alugada,0
19,4585.29,22052.72,587,237,4,Feminino,Divorciado,Médio,Financiada,1
35,5258.89,3710.04,725,0,1,Feminino,Viúvo,Superior,Alugada,1
61,4514.97,29090.69,735,120,1,Feminino,Solteiro,Pós-graduação,Propria,1
27,500.0,19239.8,380,88,1,Feminino,Divorciado,Médio,Alugada,1
22,5041.18,14652.77,787,19,2,Masculino,Casado,Superior,Propria,1
26,5603.58,13847.13,481,16,1,Masculino,Divorciado,Superior,Financiada,1
19,3975.01,7249.6,657,176,0,Masculino,Viúvo,Médio,Alugada,0
51,2690.73,9250.99,554,149,4,Feminino,Divorciado,Superior,Propria,0
55,3238.79,28373.05,465,113,2,Masculino,Solteiro,Médio,Propria,1
48,6528.38,8076.97,764,160,0,Feminino,Casado,Médio,Alugada,0
27,8945.05,7942.13,555,25,2,Masculino,Viúvo,Médio,Financiada,0
67,7764.87,10084.46,722,26,2,Feminino,Viúvo,Superior,Propria,0
29,2311.31,6612.73,497,187,0,Masculino,Divorciado,Médio,Alugada,1
53,6709.25,15107.15,512,161,3,Masculino,Viúvo,Superior,Propria,1
38,3673.68,22622.37,856,86,3,Masculino,Divorciado,Médio,Propria,0
66,3835.47,10726.55,824,79,1,Masculino,Casado,Pós-graduação,Alugada,0
64,4076.05,5386.73,351,205,0,Masculino,Divorciado,Médio,Alugada,1
23,6412.13,17043.03,564,179,1,Feminino,Viúvo,Médio,Financiada,1
65,6918.51,14609.58,624,54,3,Masculino,Casado,Pós-graduação,Financiada,0
66,4803.94,22019.07,854,60,0,Masculino,Divorciado,Médio,Propria,0
20,4837.86,11818.44,306,177,0,Masculino,Viúvo,Superior,Financiada,1
27,5928.53,13178.9,343,232,0,Feminino,Viúvo,Médio,Propria,1
22,6135.99,13953.29,471,190,1,Feminino,Solteiro,Superior,Alugada,1
63,7352.45,15623.03,401,191,2,Feminino,Divorciado,Fundamental,Alugada,0
43,2431.26,12252.07,879,13,2,Masculino,Divorciado,Superior,Financiada,1
38,5040.05,11117.49,888,125,2,Masculino,Divorciado,Pós-graduação,Propria,1
62,2863.95,2047.36,595,108,0,Masculino,Casado,Superior,Financiada,1
43,4898.12,11042.29,504,217,3,Masculino,Casado,Médio,Propria,0
55,4547.65,20006.56,790,237,1,Feminino,Solteiro,Pós-graduação,Propria,0
61,4906.5,20951.72,617,121,1,Feminino,Solteiro,Superior,Alugada,1
43,3400.51,11702.21,470,50,3,Masculino,Solteiro,Pós-graduação,Alugada,0
25,2025.42,24096.4,517,112,2,Masculino,Viúvo,Médio,Propria,1
22,811.12,14799.07,800,154,4,Masculino,Viúvo,Médio,Financiada,1
32,4737.64,5635.08,492,167,3,Masculino,Solteiro,Superior,Financiada,1
33,4138.0,3433.31,632,67,2,Masculino,Viúvo,Pós-graduação,Financiada,0
18,3648.12,23527.81,452,8,0,Masculino,Solteiro,Superior,Propria,0
33,7645.1,12388.97,852,183,3,Masculino,Casado,Superior,Propria,0
54,3281.12,6501.55,322,218,2,Feminino,Viúvo,Superior,Propria,0
20,7833.67,0.0,515,234,1,Masculino,Viúvo,Médio,Alugada,0
69,8247.69,12229.99,342,38,4,Masculino,Solteiro,Pós-graduação,Propria,0
64,1098.2,17833.26,660,142,4,Masculino,Divorciado,Pós-graduação,Financiada,1
48,5184.76,10116.16,713,88,4,Feminino,Solteiro,Médio,Propria,1
30,4200.61,7627.28,717,17,2,Feminino,Viúvo,Médio,Propria,1
33,500.0,11154.37,615,51,2,Masculino,Viúvo,Superior,Alugada,1
60,2110.72,23702.34,729,188,0,Masculino,Solteiro,Superior,Alugada,0
38,6549.87,5249.13,798,221,4,Feminino,Solteiro,Superior,Alugada,0
19,9038.4,10508.09,648,36,1,Feminino,Solteiro,Médio,Alugada,0
44,6805.36,23475.3,374,79,4,Feminino,Viúvo,Pós-graduação,Financiada,0
55,5647.26,18459.23,532,180,3,Feminino,Viúvo,Superior,Propria,1
43,4957.34,16253.89,869,139,3,Feminino,Viúvo,Pós-graduação,Propria,0
55,8365.33,10460.88,337,208,1,Feminino,Casado,Superior,Alugada,0
63,9296.48,15213.53,561,152,2,Masculino,Solteiro,Superior,Financiada,0
42,3826.31,11235.2,745,78,4,Feminino,Casado,Superior,Financiada,0
28,1000.03,8984.3,511,24,3,Masculino,Solteiro,Fundamental,Alugada,1
25,803.63,7439.6,757,148,1,Masculino,Casado,Superior,Alugada,1
25,7643.76,20488.67,581,121,0,Masculino,Solteiro,Superior,Alugada,1
50,4905.88,14577.16,869,210,3,Feminino,Divorciado,Superior,Propria,0
24,5366.48,17201.6,864,87,3,Masculino,Casado,Médio,Alugada,0
55,1418.7,16061.71,505,134,4,Feminino,Viúvo,Superior,Propria,1
38,3493.62,18086.43,304,203,2,Masculino,Viúvo,Superior,Alugada,1
25,4409.04,13216.97,542,176,3,Feminino,Casado,Médio,Alugada,1
68,5415.68,11628.4,447,38,3,Feminino,Solteiro,Pós-graduação,Financiada,0
38,4202.82,9293.04,622,74,4,Feminino,Casado,Superior,Financiada,0
37,2925.35,5102.22,686,96,2,Feminino,Viúvo,Superior,Propria,0
25,3430.87,7145.77,692,48,0,Feminino,Viúvo,Pós-graduação,Propria,1
63,7416.65,12442.08,549,216,0,Feminino,Viúvo,Superior,Financiada,0
48,5489.57,3778.72,727,230,0,Masculino,Casado,Pós-graduação,Financiada,0
67,6224.31,5324.0,668,161,0,Masculino,Casado,Médio,Propria,0
46,3202.25,22294.98,746,202,2,Feminino,Divorciado,Superior,Financiada,0
65,500.0,16569.26,321,143,0,Masculino,Solteiro,Pós-graduação,Propria,1
26,3953.79,11837.14,849,95,4,Feminino,Divorciado,Pós-graduação,Alugada,1
32,3266.86,30901.02,838,142,4,Masculino,Viúvo,Fundamental,Financiada,1
47,5698.02,3462.25,581,39,4,Feminino,Divorciado,Médio,Propria,0
43,11571.45,21829.28,578,206,0,Masculino,Viúvo,Fundamental,Alugada,0
27,6390.33,14219.74,419,6,4,Masculino,Solteiro,Superior,Financiada,1
46,10471.92,20495.33,552,100,4,Feminino,Divorciado,Médio,Propria,0
33,6137.54,15762.68,776,39,1,Feminino,Viúvo,Superior,Propria,0
53,3740.23,1894.28,364,193,0,Feminino,Divorciado,Pós-graduação,Propria,0
37,5695.83,15668.22,885,69,4,Feminino,Casado,Médio,Propria,0
62,8561.28,17348.89,602,227,2,Masculino,Casado,Fundamental,Financiada,0
54,8659.13,0.0,616,102,4,Feminino,Solteiro,Pós-graduação,Alugada,0
39,3849.33,28608.34,473,229,1,Feminino,Solteiro,Superior,Propria,1
24,5506.37,17178.45,714,91,2,Masculino,Divorciado,Médio,Propria,1
40,2141.47,19703.91,559,21,2,Feminino,Solteiro,Superior,Financiada,1
58,6649.34,6841.29,584,100,3,Feminino,Solteiro,Superior,Alugada,1
57,8106.71,19834.32,372,186,1,Feminino,Casado,Médio,Financiada,1
46,5079.6,22626.53,378,132,1,Feminino,Divorciado,Médio,Financiada,1
33,3665.23,16774.98,343,145,4,Feminino,Casado,Pós-graduação,Financiada,1
55,5720.26,14934.4,302,10,1,Masculino,Casado,Superior,Financiada,1
45,5834.92,8744.88,742,118,2,Feminino,Casado,Fundamental,Propria,1
65,5162.29,13486.55,378,7,2,Masculino,Divorciado,Médio,Propria,0
55,5357.43,11415.79,676,19,4,Feminino,Divorciado,Médio,Financiada,1
48,4652.37,19003.97,438,202,2,Masculino,Divorciado,Pós-graduação,Alugada,1
31,6991.91,9050.87,306,58,4,Masculino,Casado,Superior,Alugada,0
50,6472.45,18952.56,812,90,3,Masculino,Solteiro,Fundamental,Financiada,0
26,3033.79,9127.1,376,220,1,Masculino,Divorciado,Médio,Propria,1
44,2978.82,13163.53,342,152,1,Feminino,Solteiro,Pós-graduação,Propria,1
41,4491.25,19312.31,456,185,1,Feminino,Casado,Superior,Alugada,1
30,6473.67,10073.42,829,114,3,Masculino,Viúvo,Fundamental,Alugada,0
43,5296.11,19553.76,519,18,1,Masculino,Divorciado,Pós-graduação,Financiada,1
46,3713.7,18870.96,884,124,3,Feminino,Solteiro,Médio,Alugada,0
68,5523.04,13103.35,489,129,3,Feminino,Divorciado,Médio,Propria,1
66,4338.38,23132.48,561,105,4,Masculino,Casado,Médio,Alugada,1
60,6760.97,15544.49,443,230,0,Feminino,Divorciado,Fundamental,Alugada,0
45,5666.12,22715.94,784,235,0,Masculino,Casado,Superior,Propria,0
45,4369.44,27554.25,577,185,4,Feminino,Viúvo,Médio,Financiada,1
25,5463.04,13310.89,606,65,4,Feminino,Casado,Médio,Alugada,0
40,7630.1,19514.68,849,6,4,Masculino,Viúvo,Médio,Propria,0
46,3860.74,10537.02,455,50,1,Feminino,Viúvo,Pós-graduação,Financiada,0
22,5805.31,7770.3,599,94,2,Feminino,Viúvo,Médio,Alugada,1
59,4859.08,13631.78,646,160,4,Feminino,Solteiro,Superior,Alugada,0
24,5853.97,5461.8,722,74,3,Masculino,Casado,Superior,Financiada,0
59,3690.87,8436.75,725,231,0,Feminino,Viúvo,Pós-graduação,Alugada,0
53,5220.67,19140.03,341,103,1,Feminino,Casado,Pós-graduação,Financiada,1
58,7215.65,11404.46,615,237,2,Feminino,Divorciado,Pós-graduação,Propria,0
44,3125.99,19973.6,376,12,0,Feminino,Casado,Superior,Financiada,1
63,2341.19,17095.88,395,137,0,Feminino,Casado,Superior,Financiada,1
19,2417.09,27958.08,562,112,0,Masculino,Casado,Médio,Alugada,1
42,2658.67,18670.36,504,58,3,Feminino,Casado,Pós-graduação,Financiada,1
26,6190.65,22799.53,587,37,3,Feminino,Solteiro,Superior,Alugada,0
44,2188.28,17813.19,562,19,3,Masculino,Viúvo,Médio,Financiada,1
18,4404.21,17179.75,887,212,2,Masculino,Viúvo,Fundamental,Propria,0
40,6236.58,23153.13,614,13,0,Masculino,Viúvo,Superior,Propria,1
27,5833.32,19681.58,668,215,4,Feminino,Divorciado,Pós-graduação,Financiada,0
59,4228.88,16470.45,896,39,2,Feminino,Divorciado,Médio,Financiada,1
69,5381.85,16439.58,551,134,3,Masculino,Casado,Superior,Alugada,0
42,5214.29,18767.61,632,196,3,Masculino,Solteiro,Pós-graduação,Propria,0
20,4551.52,10300.39,725,5,3,Feminino,Solteiro,Pós-graduação,Alugada,1
23,4578.33,10003.4,594,167,1,Feminino,Casado,Superior,Alugada,1
23,9470.85,24977.84,584,180,0,Feminino,Casado,Superior,Alugada,1
19,6618.62,28050.9,616,226,4,Masculino,Viúvo,Médio,Propria,1
35,9961.3,8497.82,811,8,0,Feminino,Divorciado,Médio,Financiada,0
40,4006.07,10317.04,328,105,2,Masculino,Divorciado,Superior,Propria,1
19,4830.07,22997.66,593,64,1,Masculino,Divorciado,Superior,Alugada,0
29,2335.75,18734.64,306,230,2,Masculino,Divorciado,Superior,Alugada,1
39,3380.87,19735.0,841,147,3,Feminino,Casado,Médio,Alugada,1
54,8803.83,21276.21,514,133,3,Feminino,Casado,Superior,Alugada,1
37,3955.93,13314.87,514,95,4,Masculino,Divorciado,Superior,Financiada,1
56,8838.56,17309.79,463,204,0,Masculino,Viúvo,Superior,Alugada,0
41,2513.28,16765.35,469,38,2,Feminino,Viúvo,Superior,Financiada,1
65,2893.06,8990.56,520,231,3,Masculino,Viúvo,Médio,Financiada,1
37,4317.54,17205.64,559,122,4,Masculino,Divorciado,Pós-graduação,Alugada,1
18,4872.5,23663.97,560,20,4,Feminino,Viúvo,Superior,Alugada,0
18,6846.17,12661.07,865,36,2,Feminino,Casado,Superior,Financiada,0
34,5901.54,16067.98,771,11,0,Feminino,Divorciado,Superior,Financiada,0
18,4167.37,16446.96,554,197,1,Masculino,Viúvo,Médio,Alugada,1
69,4733.37,13007.35,577,14,4,Masculino,Casado,Médio,Propria,1
